Car_id,Date,Gender,Dealer_Name,Company,Model,Transmission,Color,Price ($),Body Style,Dealer_Region
C_CND_003089,6/11/2022,Female,Chrysler Plymouth,Toyota,Corolla,Manual,Pale White,22000,Passenger,Janesville
C_CND_003090,6/11/2022,Male,Classic Chevy,BMW,528i,Manual,Pale White,14000,SUV,Scottsdale
C_CND_003091,6/11/2022,Male,Clay Johnson Auto Sales,Ford,Expedition,Auto,Black,41000,SUV,Austin
C_CND_003092,6/11/2022,Male,Scrivener Performance Engineering,Mercury,Villager,Manual,Pale White,14001,Passenger,Greenville
C_CND_003093,6/11/2022,Male,Star Enterprises Inc,Pontiac,Grand Am,Auto,Pale White,26001,SUV,Pasco
C_CND_003094,6/11/2022,Male,Suburban Ford,Lexus,LS400,Manual,Red,13801,Sedan,Janesville
C_CND_003095,6/11/2022,Male,Tri-State Mack Inc,Volvo,S70,Auto,Black,26001,Hatchback,Austin
C_CND_003096,6/11/2022,Male,U-Haul CO,Dodge,Ram Wagon,Auto,Black,22001,Passenger,Austin
C_CND_003097,6/11/2022,Male,Buddy Storbeck's Diesel Service Inc,Mercedes-B,CL500,Manual,Red,29000,SUV,Middletown
C_CND_003098,6/11/2022,Male,C & M Motors Inc,Honda,Accord,Auto,Pale White,19001,Sedan,Aurora
C_CND_003099,6/11/2022,Male,Capitol KIA,Mercury,Grand Marquis,Manual,Red,71000,SUV,Greenville
C_CND_003100,6/11/2022,Male,Chrysler of Tri-Cities,Buick,Park Avenue,Manual,Black,29400,Hatchback,Pasco
C_CND_003101,6/11/2022,Male,Chrysler Plymouth,Mercury,Sable,Auto,Red,39500,Sedan,Janesville
C_CND_003102,6/11/2022,Male,Classic Chevy,Subaru,Outback,Auto,Pale White,19000,SUV,Scottsdale
C_CND_003103,6/11/2022,Male,Clay Johnson Auto Sales,Mercury,Cougar,Auto,Black,33000,Hatchback,Austin
C_CND_003104,6/11/2022,Male,Diehl Motor CO Inc,Pontiac,Sunfire,Auto,Black,18000,Sedan,Middletown
C_CND_003105,6/11/2022,Male,Suburban Ford,Dodge,Durango,Auto,Pale White,10000,SUV,Janesville
C_CND_003106,6/11/2022,Male,Tri-State Mack Inc,Lincoln,Continental,Manual,Black,42000,Passenger,Scottsdale
C_CND_003107,6/11/2022,Male,Ryder Truck Rental and Leasing,Cadillac,Seville,Manual,Pale White,22501,Hardtop,Middletown
C_CND_003108,6/11/2022,Male,Gartner Buick Hyundai Saab,Saturn,SW,Auto,Red,25800,Passenger,Greenville
C_CND_003109,6/11/2022,Male,Hatfield Volkswagen,Chevrolet,Cavalier,Manual,Pale White,20300,SUV,Pasco
C_CND_003110,6/11/2022,Male,Iceberg Rentals,Acura,TL,Auto,Red,24000,Hatchback,Janesville
C_CND_003111,6/11/2022,Male,McKinney Dodge Chrysler Jeep,Mitsubishi,Diamante,Manual,Black,22000,Hatchback,Scottsdale
C_CND_003112,6/11/2022,Male,Motor Vehicle Branch Office,Jeep,Cherokee,Auto,Red,14500,Sedan,Austin
C_CND_003113,6/11/2022,Male,Nebo Chevrolet,Ford,Explorer,Auto,Red,41000,Hatchback,Middletown
C_CND_003114,6/11/2022,Male,New Castle Ford Lincoln Mercury,Chevrolet,Cavalier,Manual,Red,20000,SUV,Aurora
C_CND_003115,6/11/2022,Male,Pars Auto Sales,Ford,Windstar,Auto,Pale White,19500,Sedan,Greenville
C_CND_003116,6/11/2022,Male,Pitre Buick-Pontiac-Gmc of Scottsdale,Cadillac,DeVille,Auto,Red,69000,SUV,Pasco
C_CND_003117,6/11/2022,Male,Progressive Shippers Cooperative Association No,Mitsubishi,Diamante,Manual,Red,19600,Hatchback,Janesville
C_CND_003118,6/11/2022,Male,Buddy Storbeck's Diesel Service Inc,Volkswagen,Cabrio,Manual,Red,25000,Sedan,Austin
C_CND_003119,6/11/2022,Male,C & M Motors Inc,Dodge,Dakota,Manual,Red,12000,Sedan,Middletown
C_CND_003120,6/11/2022,Male,Capitol KIA,Chrysler,300M,Auto,Black,26000,SUV,Aurora
C_CND_003121,6/11/2022,Male,Chrysler of Tri-Cities,Ford,Explorer,Auto,Pale White,42000,Hatchback,Greenville
C_CND_003122,6/11/2022,Male,Chrysler Plymouth,Nissan,Pathfinder,Auto,Red,21000,Hatchback,Pasco
C_CND_003123,6/11/2022,Female,Classic Chevy,Mercedes-B,M-Class,Manual,Red,25100,Hatchback,Janesville
C_CND_003124,6/11/2022,Female,Clay Johnson Auto Sales,Chrysler,Concorde,Auto,Pale White,42000,Hatchback,Austin
C_CND_003125,6/11/2022,Female,Diehl Motor CO Inc,Chrysler,Sebring Coupe,Auto,Red,19000,Sedan,Austin
C_CND_003126,6/11/2022,Female,Enterprise Rent A Car,Chevrolet,Monte Carlo,Manual,Pale White,26000,Hatchback,Middletown
C_CND_003127,6/11/2022,Male,Gartner Buick Hyundai Saab,Plymouth,Voyager,Manual,Red,20000,Passenger,Aurora
C_CND_003128,6/11/2022,Male,Hatfield Volkswagen,Saab,5-Sep,Manual,Pale White,28000,Hatchback,Greenville
C_CND_003129,6/11/2022,Male,Iceberg Rentals,Honda,Civic,Manual,Black,43000,Hatchback,Pasco
C_CND_003130,6/11/2022,Male,McKinney Dodge Chrysler Jeep,BMW,528i,Manual,Red,25000,SUV,Janesville
C_CND_003131,6/12/2022,Male,Progressive Shippers Cooperative Association No,Ford,Explorer,Auto,Black,22001,Hatchback,Janesville
C_CND_003132,6/12/2022,Female,Rabun Used Car Sales,Mercedes-B,CL500,Manual,Black,22600,SUV,Scottsdale
C_CND_003133,6/12/2022,Male,Race Car Help,Chevrolet,Cavalier,Manual,Pale White,20200,SUV,Austin
C_CND_003134,6/12/2022,Male,Ryder Truck Rental and Leasing,Chrysler,Concorde,Auto,Black,12000,SUV,Middletown
C_CND_003135,6/12/2022,Male,Saab-Belle Dodge,Volkswagen,Passat,Auto,Black,21501,Hatchback,Aurora
C_CND_003136,6/12/2022,Male,Pars Auto Sales,Dodge,Ram Pickup,Manual,Pale White,16500,Hardtop,Aurora
C_CND_003137,6/12/2022,Female,New Castle Ford Lincoln Mercury,Honda,Passport,Manual,Pale White,13000,Hardtop,Scottsdale
C_CND_003138,6/12/2022,Male,Gartner Buick Hyundai Saab,Volvo,S40,Manual,Red,22000,Sedan,Greenville
C_CND_003139,6/12/2022,Male,Hatfield Volkswagen,Dodge,Durango,Manual,Red,31000,SUV,Pasco
C_CND_003140,6/12/2022,Male,Pars Auto Sales,Chevrolet,Malibu,Manual,Red,24000,Hardtop,Austin
C_CND_003141,6/12/2022,Male,Enterprise Rent A Car,Volkswagen,Jetta,Manual,Red,24000,Passenger,Aurora
C_CND_003142,6/12/2022,Male,Gartner Buick Hyundai Saab,Volvo,S40,Manual,Black,36000,Sedan,Greenville
C_CND_003143,6/12/2022,Male,Hatfield Volkswagen,Chevrolet,Lumina,Manual,Black,10000,Passenger,Pasco
C_CND_003144,6/12/2022,Male,Iceberg Rentals,Mercedes-B,CL500,Manual,Red,29000,SUV,Janesville
C_CND_003145,6/12/2022,Male,McKinney Dodge Chrysler Jeep,Oldsmobile,Cutlass,Auto,Red,41000,Sedan,Scottsdale
C_CND_003146,6/12/2022,Female,Rabun Used Car Sales,Lexus,LS400,Auto,Pale White,46000,Sedan,Scottsdale
C_CND_003147,6/12/2022,Male,Saab-Belle Dodge,Porsche,Carrera Coupe,Auto,Red,22001,Hardtop,Aurora
C_CND_003148,6/12/2022,Female,Scrivener Performance Engineering,Mitsubishi,Montero Sport,Manual,Red,29001,Hardtop,Greenville
C_CND_003149,6/12/2022,Male,Suburban Ford,Ford,Focus,Manual,Red,24001,Hardtop,Janesville
C_CND_003150,6/12/2022,Male,Chrysler Plymouth,Subaru,Forester,Auto,Black,22001,Hardtop,Janesville
C_CND_003151,6/12/2022,Male,Motor Vehicle Branch Office,Oldsmobile,Silhouette,Auto,Red,12000,Sedan,Scottsdale
C_CND_003152,6/12/2022,Female,Nebo Chevrolet,Lexus,LS400,Auto,Black,39000,Sedan,Austin
C_CND_003153,6/12/2022,Male,New Castle Ford Lincoln Mercury,Cadillac,Eldorado,Auto,Black,60000,Passenger,Janesville
C_CND_003154,6/12/2022,Male,Pars Auto Sales,Toyota,RAV4,Auto,Pale White,27000,Hatchback,Scottsdale
C_CND_003155,6/12/2022,Female,Pitre Buick-Pontiac-Gmc of Scottsdale,Mercury,Villager,Auto,Pale White,36500,Passenger,Austin
C_CND_003156,6/13/2022,Male,Scrivener Performance Engineering,Mercedes-B,M-Class,Auto,Black,18000,SUV,Greenville
C_CND_003157,6/13/2022,Male,Star Enterprises Inc,Ford,Expedition,Manual,Black,18000,SUV,Pasco
C_CND_003158,6/13/2022,Male,Suburban Ford,Oldsmobile,Bravada,Auto,Black,26500,Hatchback,Janesville
C_CND_003159,6/13/2022,Female,Tri-State Mack Inc,Mitsubishi,Diamante,Manual,Red,19000,Hatchback,Scottsdale
C_CND_003160,6/13/2022,Female,U-Haul CO,Mercedes-B,SLK,Manual,Pale White,17000,Passenger,Austin
C_CND_003161,6/13/2022,Female,Buddy Storbeck's Diesel Service Inc,Nissan,Pathfinder,Auto,Red,21000,SUV,Middletown
C_CND_003162,6/13/2022,Male,C & M Motors Inc,Oldsmobile,Cutlass,Manual,Pale White,41000,Sedan,Aurora
C_CND_003163,6/13/2022,Female,Capitol KIA,BMW,528i,Manual,Pale White,14000,SUV,Greenville
C_CND_003164,6/13/2022,Male,Chrysler of Tri-Cities,Volvo,S70,Manual,Pale White,24000,SUV,Pasco
C_CND_003165,6/13/2022,Male,Chrysler Plymouth,Lincoln,Continental,Manual,Black,42000,Passenger,Janesville
C_CND_003166,6/13/2022,Male,McKinney Dodge Chrysler Jeep,Ford,Explorer,Auto,Pale White,18000,Hatchback,Scottsdale
C_CND_003167,6/13/2022,Male,Motor Vehicle Branch Office,Cadillac,DeVille,Auto,Red,69500,SUV,Austin
C_CND_003168,6/13/2022,Male,Nebo Chevrolet,Subaru,Outback,Auto,Pale White,19000,SUV,Middletown
C_CND_003169,6/13/2022,Male,New Castle Ford Lincoln Mercury,Chrysler,Sebring Coupe,Auto,Red,19600,Sedan,Aurora
C_CND_003170,6/13/2022,Female,Pars Auto Sales,Lexus,LX470,Manual,Pale White,54000,SUV,Greenville
C_CND_003171,6/13/2022,Female,Pitre Buick-Pontiac-Gmc of Scottsdale,Chevrolet,Corvette,Manual,Pale White,22500,SUV,Pasco
C_CND_003172,6/13/2022,Male,Progressive Shippers Cooperative Association No,Lincoln,Continental,Manual,Red,82000,Passenger,Janesville
C_CND_003173,6/13/2022,Male,Rabun Used Car Sales,Ford,Escort,Manual,Black,11000,Passenger,Scottsdale
C_CND_003174,6/13/2022,Male,Chrysler of Tri-Cities,Mercedes-B,SL-Class,Manual,Pale White,26000,Hardtop,Pasco
C_CND_003175,6/13/2022,Female,Ryder Truck Rental and Leasing,Oldsmobile,Bravada,Manual,Black,36600,Hatchback,Middletown
C_CND_003176,6/13/2022,Male,Motor Vehicle Branch Office,Mitsubishi,Galant,Auto,Pale White,42000,Passenger,Austin
C_CND_003177,6/13/2022,Male,Nebo Chevrolet,Ford,Crown Victoria,Manual,Pale White,20000,Passenger,Middletown
C_CND_003178,6/13/2022,Male,New Castle Ford Lincoln Mercury,Lincoln,Continental,Manual,Red,82000,Passenger,Aurora
C_CND_003179,6/13/2022,Male,Pars Auto Sales,Mitsubishi,Diamante,Auto,Black,17000,Hatchback,Greenville
C_CND_003180,6/13/2022,Male,Pitre Buick-Pontiac-Gmc of Scottsdale,Plymouth,Neon,Auto,Pale White,27000,SUV,Pasco
C_CND_003181,6/13/2022,Female,Progressive Shippers Cooperative Association No,Oldsmobile,Silhouette,Manual,Red,34000,Sedan,Janesville
C_CND_003182,6/13/2022,Female,Rabun Used Car Sales,Mitsubishi,Diamante,Auto,Black,17800,Hatchback,Scottsdale
C_CND_003183,6/13/2022,Male,Race Car Help,Lincoln,Continental,Manual,Black,42000,Passenger,Austin
C_CND_003184,6/13/2022,Male,Ryder Truck Rental and Leasing,Mercedes-B,SLK230,Manual,Pale White,14000,Hatchback,Middletown
C_CND_003185,6/13/2022,Male,Saab-Belle Dodge,Mercedes-B,S-Class,Manual,Red,21000,SUV,Aurora
C_CND_003186,6/13/2022,Male,Enterprise Rent A Car,Volvo,S70,Auto,Black,26001,Hardtop,Aurora
C_CND_003187,6/13/2022,Male,Suburban Ford,Mercury,Sable,Auto,Pale White,26000,Sedan,Janesville
C_CND_003188,6/13/2022,Female,Tri-State Mack Inc,Cadillac,Escalade,Manual,Black,34500,Sedan,Scottsdale
C_CND_003189,6/13/2022,Male,U-Haul CO,Pontiac,Bonneville,Auto,Red,19000,Hatchback,Austin
C_CND_003190,6/13/2022,Male,Progressive Shippers Cooperative Association No,Subaru,Outback,Auto,Pale White,19000,SUV,Janesville
C_CND_003191,6/13/2022,Female,Race Car Help,Plymouth,Prowler,Manual,Red,71000,Hatchback,Austin
C_CND_003192,6/13/2022,Female,Ryder Truck Rental and Leasing,BMW,323i,Auto,Red,19000,Hatchback,Middletown
C_CND_003193,6/13/2022,Male,Scrivener Performance Engineering,Nissan,Pathfinder,Auto,Pale White,75001,Hardtop,Greenville
C_CND_003194,6/13/2022,Male,Scrivener Performance Engineering,Hyundai,Elantra,Manual,Red,22000,Sedan,Greenville
C_CND_003195,6/13/2022,Male,Star Enterprises Inc,Chevrolet,Monte Carlo,Manual,Red,17000,Hatchback,Pasco
C_CND_003196,6/13/2022,Male,Progressive Shippers Cooperative Association No,Jaguar,S-Type,Manual,Pale White,20000,Passenger,Middletown
C_CND_003197,6/13/2022,Male,Rabun Used Car Sales,Mercedes-B,SLK,Manual,Pale White,17500,Passenger,Aurora
C_CND_003198,6/13/2022,Female,Race Car Help,Mitsubishi,3000GT,Auto,Black,39000,Sedan,Greenville
C_CND_003199,6/13/2022,Male,Ryder Truck Rental and Leasing,BMW,528i,Auto,Black,31000,SUV,Pasco
C_CND_003200,6/13/2022,Male,Saab-Belle Dodge,Chevrolet,Malibu,Manual,Pale White,41000,Hatchback,Janesville
C_CND_003201,6/13/2022,Male,Scrivener Performance Engineering,Chrysler,300M,Auto,Pale White,22000,SUV,Scottsdale
C_CND_003202,6/13/2022,Female,Star Enterprises Inc,Volkswagen,Passat,Manual,Pale White,27000,Hatchback,Austin
C_CND_003203,6/13/2022,Male,Suburban Ford,Volkswagen,Passat,Auto,Red,13500,Hatchback,Middletown
C_CND_003204,6/13/2022,Female,Tri-State Mack Inc,Cadillac,Eldorado,Auto,Pale White,17500,Passenger,Aurora
C_CND_003205,6/13/2022,Male,U-Haul CO,Lexus,ES300,Auto,Pale White,27000,Hatchback,Greenville
C_CND_003206,6/14/2022,Female,Classic Chevy,Plymouth,Voyager,Manual,Red,20000,Passenger,Scottsdale
C_CND_003207,6/14/2022,Female,McKinney Dodge Chrysler Jeep,Porsche,Carrera Coupe,Manual,Pale White,26500,Hardtop,Scottsdale
C_CND_003208,6/14/2022,Male,Scrivener Performance Engineering,Oldsmobile,Intrigue,Auto,Black,18000,SUV,Greenville
C_CND_003209,6/14/2022,Male,Suburban Ford,Lexus,LS400,Auto,Black,39000,Sedan,Janesville
C_CND_003210,6/14/2022,Female,Progressive Shippers Cooperative Association No,Volvo,S40,Manual,Black,36000,Sedan,Pasco
C_CND_003211,6/15/2022,Male,Clay Johnson Auto Sales,Hyundai,Sonata,Manual,Red,21000,SUV,Austin
C_CND_003212,6/15/2022,Male,Diehl Motor CO Inc,Oldsmobile,Cutlass,Auto,Pale White,46000,Sedan,Middletown
C_CND_003213,6/15/2022,Male,Enterprise Rent A Car,Chrysler,LHS,Manual,Black,51001,Hatchback,Aurora
C_CND_003214,6/15/2022,Female,Gartner Buick Hyundai Saab,Audi,A6,Manual,Pale White,13001,SUV,Greenville
C_CND_003215,6/15/2022,Male,Hatfield Volkswagen,Chrysler,Sebring Coupe,Manual,Red,21000,Sedan,Pasco
C_CND_003216,6/15/2022,Female,Iceberg Rentals,Ford,Mustang,Auto,Red,31000,Hatchback,Janesville
C_CND_003217,6/15/2022,Male,Scrivener Performance Engineering,Ford,Contour,Auto,Pale White,62500,Sedan,Greenville
C_CND_003218,6/15/2022,Male,Nebo Chevrolet,Dodge,Ram Pickup,Auto,Red,57000,Hardtop,Janesville
C_CND_003219,6/15/2022,Female,Suburban Ford,Volkswagen,GTI,Auto,Pale White,20000,SUV,Janesville
C_CND_003220,6/15/2022,Female,Tri-State Mack Inc,BMW,328i,Auto,Black,18000,Sedan,Scottsdale
C_CND_003221,6/15/2022,Male,U-Haul CO,Plymouth,Prowler,Manual,Pale White,16000,Hatchback,Austin
C_CND_003222,6/15/2022,Female,Progressive Shippers Cooperative Association No,Dodge,Viper,Auto,Red,31100,SUV,Janesville
C_CND_003223,6/15/2022,Male,Star Enterprises Inc,Chevrolet,Lumina,Manual,Black,10000,Passenger,Pasco
C_CND_003224,6/15/2022,Male,Suburban Ford,Nissan,Pathfinder,Auto,Pale White,75000,Hatchback,Janesville
C_CND_003225,6/15/2022,Male,Tri-State Mack Inc,Chrysler,Cirrus,Auto,Red,12000,Passenger,Scottsdale
C_CND_003226,6/15/2022,Male,U-Haul CO,Mercury,Sable,Auto,Red,39000,Sedan,Austin
C_CND_003227,6/15/2022,Male,Progressive Shippers Cooperative Association No,Honda,CR-V,Auto,Pale White,22500,SUV,Janesville
C_CND_003228,6/15/2022,Male,Rabun Used Car Sales,Mercedes-B,SL-Class,Manual,Pale White,26500,Hatchback,Austin
C_CND_003229,6/15/2022,Male,Tri-State Mack Inc,Plymouth,Neon,Auto,Black,9000,SUV,Scottsdale
C_CND_003230,6/15/2022,Male,U-Haul CO,Lexus,LS400,Auto,Pale White,27000,Sedan,Austin
C_CND_003231,6/15/2022,Male,U-Haul CO,Mercedes-B,SL-Class,Manual,Pale White,26001,Hardtop,Austin
C_CND_003232,6/15/2022,Male,Buddy Storbeck's Diesel Service Inc,Porsche,Carrera Coupe,Auto,Red,22001,Hardtop,Middletown
C_CND_003233,6/15/2022,Male,Capitol KIA,Mercury,Grand Marquis,Manual,Pale White,16000,SUV,Greenville
C_CND_003234,6/15/2022,Male,C & M Motors Inc,Ford,Ranger,Manual,Black,18001,Hardtop,Aurora
C_CND_003235,6/15/2022,Female,Rabun Used Car Sales,Lincoln,Navigator,Auto,Black,19000,Sedan,Janesville
C_CND_003236,6/15/2022,Male,Race Car Help,Nissan,Frontier,Auto,Pale White,18000,Hatchback,Scottsdale
C_CND_003237,6/15/2022,Male,Ryder Truck Rental and Leasing,Ford,Contour,Auto,Pale White,62000,Sedan,Austin
C_CND_003238,6/15/2022,Male,Saab-Belle Dodge,Mercedes-B,S-Class,Auto,Black,39000,SUV,Middletown
C_CND_003239,6/15/2022,Female,Scrivener Performance Engineering,Ford,Ranger,Manual,Black,18000,Hatchback,Aurora
C_CND_003240,6/15/2022,Male,Star Enterprises Inc,Chevrolet,Corvette,Auto,Pale White,46000,SUV,Greenville
C_CND_003241,6/16/2022,Male,McKinney Dodge Chrysler Jeep,Volkswagen,Passat,Manual,Pale White,12200,Hatchback,Scottsdale
C_CND_003242,6/16/2022,Male,Motor Vehicle Branch Office,Chrysler,LHS,Auto,Black,26000,Hatchback,Austin
C_CND_003243,6/16/2022,Female,Nebo Chevrolet,Lexus,LX470,Auto,Black,22000,SUV,Middletown
C_CND_003244,6/16/2022,Female,New Castle Ford Lincoln Mercury,Mitsubishi,3000GT,Auto,Red,19000,Sedan,Aurora
C_CND_003245,6/16/2022,Male,Pars Auto Sales,Ford,Taurus,Manual,Black,43000,SUV,Greenville
C_CND_003246,6/16/2022,Male,Pitre Buick-Pontiac-Gmc of Scottsdale,Chrysler,300M,Auto,Red,16000,SUV,Pasco
C_CND_003247,6/16/2022,Female,Tri-State Mack Inc,Chevrolet,Prizm,Manual,Pale White,22000,Hardtop,Janesville
C_CND_003248,6/16/2022,Female,Progressive Shippers Cooperative Association No,Volvo,S40,Manual,Black,36000,Sedan,Janesville
C_CND_003249,6/16/2022,Male,Rabun Used Car Sales,Ford,F-Series,Manual,Red,13000,Passenger,Scottsdale
C_CND_003250,6/16/2022,Female,Race Car Help,Acura,TL,Auto,Black,28000,Hatchback,Austin
C_CND_003251,6/16/2022,Male,Scrivener Performance Engineering,Audi,A4,Auto,Black,27000,Hardtop,Austin
C_CND_003252,6/16/2022,Male,Gartner Buick Hyundai Saab,Dodge,Neon,Manual,Red,19500,Hardtop,Scottsdale
C_CND_003253,6/16/2022,Male,Race Car Help,Porsche,Carrera Coupe,Auto,Red,22000,Hatchback,Austin
C_CND_003254,6/16/2022,Male,Ryder Truck Rental and Leasing,Ford,Ranger,Manual,Black,18000,Hatchback,Middletown
C_CND_003255,6/16/2022,Female,Saab-Belle Dodge,Mercedes-B,C-Class,Manual,Pale White,17700,Hatchback,Aurora
C_CND_003256,6/16/2022,Male,Scrivener Performance Engineering,Porsche,Carrera Coupe,Auto,Red,22000,Hatchback,Greenville
C_CND_003257,6/16/2022,Male,Star Enterprises Inc,Dodge,Dakota,Auto,Pale White,21000,Sedan,Pasco
C_CND_003258,6/16/2022,Male,Suburban Ford,Mercedes-B,SLK230,Manual,Pale White,14000,Hatchback,Janesville
C_CND_003259,6/16/2022,Male,Chrysler Plymouth,Lexus,LS400,Auto,Pale White,18000,Sedan,Janesville
C_CND_003260,6/16/2022,Male,Classic Chevy,BMW,528i,Auto,Pale White,62000,SUV,Scottsdale
C_CND_003261,6/16/2022,Male,Clay Johnson Auto Sales,Porsche,Carrera Cabrio,Manual,Black,22000,Passenger,Austin
C_CND_003262,6/16/2022,Male,Diehl Motor CO Inc,Mercedes-B,E-Class,Auto,Pale White,31000,Sedan,Middletown
C_CND_003263,6/16/2022,Male,Enterprise Rent A Car,Ford,Expedition,Manual,Red,22500,SUV,Aurora
C_CND_003264,6/16/2022,Male,Gartner Buick Hyundai Saab,Mercedes-B,S-Class,Auto,Pale White,10000,SUV,Greenville
C_CND_003265,6/16/2022,Male,Suburban Ford,Toyota,RAV4,Manual,Pale White,22000,Hatchback,Pasco
C_CND_003266,6/16/2022,Male,Tri-State Mack Inc,Toyota,Tacoma,Manual,Red,82000,Hatchback,Janesville
C_CND_003267,6/16/2022,Male,U-Haul CO,Plymouth,Prowler,Auto,Red,15000,Hatchback,Scottsdale
C_CND_003268,6/16/2022,Male,Buddy Storbeck's Diesel Service Inc,Toyota,Camry,Auto,Red,31000,Hatchback,Austin
C_CND_003269,6/16/2022,Female,C & M Motors Inc,Buick,Park Avenue,Manual,Pale White,23500,Hatchback,Middletown
C_CND_003270,6/16/2022,Male,Capitol KIA,Ford,Crown Victoria,Auto,Red,29000,Passenger,Aurora
C_CND_003271,6/18/2022,Female,Progressive Shippers Cooperative Association No,Mitsubishi,Montero Sport,Manual,Black,42000,SUV,Janesville
C_CND_003272,6/18/2022,Female,Rabun Used Car Sales,Saturn,SW,Auto,Red,25100,Passenger,Scottsdale
C_CND_003273,6/18/2022,Female,Race Car Help,Chevrolet,Cavalier,Manual,Pale White,20000,SUV,Austin
C_CND_003274,6/18/2022,Male,Ryder Truck Rental and Leasing,Acura,TL,Auto,Red,24000,Hatchback,Middletown
C_CND_003275,6/18/2022,Female,Saab-Belle Dodge,Mitsubishi,Diamante,Manual,Black,22000,Hatchback,Aurora
C_CND_003276,6/18/2022,Female,Scrivener Performance Engineering,Jeep,Cherokee,Auto,Red,14000,Sedan,Greenville
C_CND_003277,6/18/2022,Male,Star Enterprises Inc,Ford,Explorer,Auto,Red,41000,Hatchback,Pasco
C_CND_003278,6/18/2022,Male,Suburban Ford,Chevrolet,Cavalier,Manual,Red,20000,SUV,Janesville
C_CND_003279,6/18/2022,Female,Tri-State Mack Inc,Ford,Windstar,Auto,Pale White,19000,Sedan,Scottsdale
C_CND_003280,6/18/2022,Male,U-Haul CO,Cadillac,DeVille,Auto,Red,69500,SUV,Austin
C_CND_003281,6/18/2022,Male,Progressive Shippers Cooperative Association No,Mitsubishi,Diamante,Manual,Red,19000,Hatchback,Janesville
C_CND_003282,6/18/2022,Male,Rabun Used Car Sales,Lexus,LS400,Auto,Pale White,46001,Sedan,Scottsdale
C_CND_003283,6/18/2022,Male,Race Car Help,Infiniti,I30,Auto,Red,31201,SUV,Austin
C_CND_003284,6/18/2022,Male,Ryder Truck Rental and Leasing,Mercury,Mountaineer,Auto,Pale White,21001,SUV,Middletown
C_CND_003285,6/18/2022,Male,Nebo Chevrolet,Mercedes-B,SL-Class,Manual,Pale White,26000,Hardtop,Middletown
C_CND_003286,6/18/2022,Male,Star Enterprises Inc,Lincoln,Town car,Manual,Pale White,33000,Hatchback,Pasco
C_CND_003287,6/18/2022,Male,Diehl Motor CO Inc,Mercury,Mountaineer,Auto,Pale White,21000,Hardtop,Middletown
C_CND_003288,6/18/2022,Male,Tri-State Mack Inc,Subaru,Outback,Auto,Red,57000,SUV,Scottsdale
C_CND_003289,6/18/2022,Male,U-Haul CO,Volvo,S40,Auto,Pale White,42000,Sedan,Austin
C_CND_003290,6/18/2022,Female,Buddy Storbeck's Diesel Service Inc,Mercury,Mystique,Auto,Black,9000,Passenger,Middletown
C_CND_003291,6/18/2022,Male,C & M Motors Inc,Acura,RL,Manual,Red,34000,SUV,Aurora
C_CND_003292,6/18/2022,Male,Capitol KIA,Pontiac,Bonneville,Auto,Red,19000,Hatchback,Greenville
C_CND_003293,6/18/2022,Male,Chrysler of Tri-Cities,Lexus,LS400,Auto,Black,22000,Sedan,Pasco
C_CND_003294,6/18/2022,Male,Race Car Help,Dodge,Ram Pickup,Auto,Pale White,45000,Hardtop,Austin
C_CND_003295,6/18/2022,Male,Classic Chevy,Mercury,Villager,Manual,Pale White,14000,Passenger,Scottsdale
C_CND_003296,6/18/2022,Male,Clay Johnson Auto Sales,Pontiac,Grand Am,Auto,Pale White,26000,SUV,Austin
C_CND_003297,6/18/2022,Male,Diehl Motor CO Inc,Lexus,LS400,Manual,Red,13000,Sedan,Middletown
C_CND_003298,6/18/2022,Female,Clay Johnson Auto Sales,Mitsubishi,Montero Sport,Manual,Red,29000,Hardtop,Austin
C_CND_003299,6/18/2022,Male,Tri-State Mack Inc,Mitsubishi,3000GT,Auto,Red,19000,Sedan,Scottsdale
C_CND_003300,6/18/2022,Male,U-Haul CO,Mercury,Mountaineer,Auto,Pale White,21000,Hatchback,Austin
C_CND_003301,6/18/2022,Male,Buddy Storbeck's Diesel Service Inc,Saab,3-Sep,Auto,Red,69000,Sedan,Middletown
C_CND_003302,6/18/2022,Male,C & M Motors Inc,Chrysler,LHS,Auto,Pale White,21600,Hatchback,Aurora
C_CND_003303,6/18/2022,Male,Capitol KIA,Oldsmobile,Silhouette,Manual,Pale White,14000,Sedan,Greenville
C_CND_003304,6/18/2022,Male,Chrysler of Tri-Cities,Volkswagen,Jetta,Auto,Pale White,38000,Passenger,Pasco
C_CND_003305,6/18/2022,Male,Chrysler Plymouth,Porsche,Carrera Cabrio,Auto,Pale White,32000,Passenger,Janesville
C_CND_003306,6/18/2022,Male,Classic Chevy,Mercedes-B,CL500,Manual,Black,22000,SUV,Scottsdale
C_CND_003307,6/18/2022,Male,Clay Johnson Auto Sales,Ford,Contour,Auto,Red,19000,Sedan,Austin
C_CND_003308,6/18/2022,Male,Diehl Motor CO Inc,Acura,RL,Manual,Red,31500,SUV,Middletown
C_CND_003309,6/18/2022,Male,Enterprise Rent A Car,Chevrolet,Monte Carlo,Auto,Red,21000,Hatchback,Aurora
C_CND_003310,6/18/2022,Male,Gartner Buick Hyundai Saab,Honda,Passport,Manual,Pale White,13000,Hatchback,Greenville
C_CND_003311,6/18/2022,Male,Hatfield Volkswagen,Chevrolet,Malibu,Manual,Red,24000,Hatchback,Pasco
